# Title: October 2023 - September 2024 Contiguous U.S. County Precipitation
# Units: Inches
# Missing: -99
# Note: Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
TN-109,McNairy County,Tennessee,50.62,-1.58,55,52.2
TN-111,Macon County,Tennessee,55.22,2.47,81,52.75
TN-113,Madison County,Tennessee,50.61,-0.7,64,51.31
TN-115,Marion County,Tennessee,54.73,-2,52,56.73
TN-117,Marshall County,Tennessee,48.43,-4.36,34,52.79
TN-119,Maury County,Tennessee,46.04,-5.52,34,51.56
TN-121,Meigs County,Tennessee,53.66,-0.01,65,53.67
TN-123,Monroe County,Tennessee,50.26,-5.45,31,55.71
TN-125,Montgomery County,Tennessee,46.6,-2.36,51,48.96
TN-127,Moore County,Tennessee,52.02,-2.5,41,54.52
TN-129,Morgan County,Tennessee,49.51,-3.56,42,53.07
TN-131,Obion County,Tennessee,50.4,0.74,75,49.66
TN-133,Overton County,Tennessee,49.43,-4.2,41,53.63
TN-135,Perry County,Tennessee,42.82,-10.08,15,52.9
TN-137,Pickett County,Tennessee,51.72,-0.72,60,52.44
TN-139,Polk County,Tennessee,52.68,-1.96,47,54.64
TN-141,Putnam County,Tennessee,51.83,-2.74,46,54.57
TN-143,Rhea County,Tennessee,53.27,-2.09,51,55.36
TN-145,Roane County,Tennessee,49.4,-2.99,47,52.39
TN-147,Robertson County,Tennessee,48.99,-0.03,71,49.02
TN-149,Rutherford County,Tennessee,50.58,-0.51,63,51.09
TN-151,Scott County,Tennessee,53.45,0.8,69,52.65
TN-153,Sequatchie County,Tennessee,52.26,-5.01,33,57.27
TN-155,Sevier County,Tennessee,56.47,1.96,78,54.51
TN-157,Shelby County,Tennessee,50.95,0.22,68,50.73
TN-159,Smith County,Tennessee,52.22,-0.64,64,52.86
TN-161,Stewart County,Tennessee,48.64,-1.24,62,49.88
TN-163,Sullivan County,Tennessee,46.83,2.89,85,43.94
TN-165,Sumner County,Tennessee,53.51,3.34,85,50.17
TN-167,Tipton County,Tennessee,53.3,3.12,82,50.18
TN-169,Trousdale County,Tennessee,55.36,3.5,88,51.86
TN-171,Unicoi County,Tennessee,55.98,7.18,113,48.8
TN-173,Union County,Tennessee,50.41,0.95,68,49.46
TN-175,Van Buren County,Tennessee,52.69,-1.96,51,54.65
TN-177,Warren County,Tennessee,53.4,-0.38,62,53.78
TN-179,Washington County,Tennessee,48.21,4.03,98,44.18
TN-181,Wayne County,Tennessee,48.15,-5.91,32,54.06
TN-183,Weakley County,Tennessee,47.48,-3.09,53,50.57
TN-185,White County,Tennessee,51.73,-2.58,41,54.31
TN-187,Williamson County,Tennessee,44.52,-5.55,27,50.07
TN-189,Wilson County,Tennessee,52.01,0.44,72,51.57
TX-001,Anderson County,Texas,59.03,17.6,123,41.43
TX-003,Andrews County,Texas,11.3,-3.35,32,14.65
TX-005,Angelina County,Texas,70.89,22.39,128,48.5
TX-007,Aransas County,Texas,34.29,0.59,71,33.7
TX-009,Archer County,Texas,34.2,6.61,103,27.59
TX-011,Armstrong County,Texas,18.84,-2.02,51,20.86
TX-013,Atascosa County,Texas,27.35,0.75,77,26.6
TX-015,Austin County,Texas,51.94,10.99,107,40.95
TX-017,Bailey County,Texas,16.53,-0.88,63,17.41
TX-019,Bandera County,Texas,26.1,-3.64,47,29.74
TX-021,Bastrop County,Texas,41.22,6.26,96,34.96
TX-023,Baylor County,Texas,31.36,5.89,99,25.47
TX-025,Bee County,Texas,29.69,-0.44,64,30.13
TX-027,Bell County,Texas,40.82,7.93,105,32.89
TX-029,Bexar County,Texas,26.96,-2.64,52,29.6
TX-031,Blanco County,Texas,31.02,0.06,68,30.96
TX-033,Borden County,Texas,20.38,1.56,81,18.82
TX-035,Bosque County,Texas,47.58,15.45,121,32.13
TX-037,Bowie County,Texas,58.71,11.14,110,47.57
TX-039,Brazoria County,Texas,65.17,19.89,122,45.28
TX-041,Brazos County,Texas,50.67,11.25,108,39.42
TX-043,Brewster County,Texas,9.16,-3.9,22,13.06
TX-045,Briscoe County,Texas,21.91,1.04,80,20.87
TX-047,Brooks County,Texas,27.43,3.71,99,23.72
TX-049,Brown County,Texas,35.79,9.1,115,26.69
TX-051,Burleson County,Texas,46.83,9.35,103,37.48
TX-053,Burnet County,Texas,34.94,4.79,94,30.15
TX-055,Caldwell County,Texas,35.55,2.22,74,33.33
TX-057,Calhoun County,Texas,44.59,6.76,93,37.83
TX-059,Callahan County,Texas,32.95,7.19,106,25.77
TX-061,Cameron County,Texas,34.68,9.87,120,24.81
TX-063,Camp County,Texas,57.12,12.74,115,44.38
TX-065,Carson County,Texas,19.8,-0.84,60,20.64
TX-067,Cass County,Texas,60.23,13,115,47.23
TX-069,Castro County,Texas,15.53,-3.08,39,18.61
TX-071,Chambers County,Texas,69.87,20.3,117,49.57
TX-073,Cherokee County,Texas,63.42,19.06,126,44.36
TX-075,Childress County,Texas,20.03,-2.51,48,22.54
TX-077,Clay County,Texas,36.58,6.65,101,29.93
TX-079,Cochran County,Texas,14.73,-2.73,40,17.46
TX-081,Coke County,Texas,24.54,2.64,86,21.9
TX-083,Coleman County,Texas,33.95,8.11,111,25.84
TX-085,Collin County,Texas,48.94,11.03,111,37.91
TX-087,Collingsworth County,Texas,21.27,-1.92,52,23.19
TX-089,Colorado County,Texas,47.7,7.35,95,40.35
TX-091,Comal County,Texas,30.71,-1.7,55,32.41
TX-093,Comanche County,Texas,39.06,10.88,116,28.18
TX-095,Concho County,Texas,26.91,2.96,86,23.95
TX-097,Cooke County,Texas,43.06,7.6,101,35.46
TX-099,Coryell County,Texas,39.07,7.58,104,31.49
TX-101,Cottle County,Texas,25.33,2.96,93,22.37
TX-103,Crane County,Texas,10.26,-2.86,33,13.12
TX-105,Crockett County,Texas,13.83,-4.23,29,18.06
TX-107,Crosby County,Texas,21.08,0.79,73,20.29
TX-109,Culberson County,Texas,6.9,-4.99,12,11.89
TX-111,Dallam County,Texas,15.01,-1.56,53,16.57
TX-113,Dallas County,Texas,53.28,16.94,126,36.34
TX-115,Dawson County,Texas,18.06,0.69,74,17.37
TX-117,Deaf Smith County,Texas,14.84,-3.45,39,18.29
TX-119,Delta County,Texas,54.44,11.5,114,42.94
TX-121,Denton County,Texas,46.53,11.71,112,34.82
TX-123,DeWitt County,Texas,36.89,2.37,80,34.52
TX-125,Dickens County,Texas,25.69,4.14,99,21.55
TX-127,Dimmit County,Texas,17.88,-3.21,50,21.09
TX-129,Donley County,Texas,19.6,-2.33,51,21.93
TX-131,Duval County,Texas,26.24,2.54,93,23.7
TX-133,Eastland County,Texas,37,9.47,115,27.53
TX-135,Ector County,Texas,10.22,-3.55,29,13.77
TX-137,Edwards County,Texas,20.19,-3.26,48,23.45
TX-139,Ellis County,Texas,54.07,17.71,125,36.36
TX-141,El Paso County,Texas,5.24,-3.54,10,8.78
TX-143,Erath County,Texas,43.14,13.5,120,29.64
TX-145,Falls County,Texas,46.59,11.7,113,34.89
TX-147,Fannin County,Texas,50.05,9.04,105,41.01
TX-149,Fayette County,Texas,45.02,7.66,102,37.36
TX-151,Fisher County,Texas,26.4,4.49,98,21.91
TX-153,Floyd County,Texas,22.52,1.86,83,20.66
TX-155,Foard County,Texas,28.5,4.31,101,24.19
TX-157,Fort Bend County,Texas,58.31,14.27,110,44.04
TX-159,Franklin County,Texas,60.29,16.41,120,43.88
TX-161,Freestone County,Texas,51.96,13.06,117,38.9
TX-163,Frio County,Texas,22.54,-1.59,55,24.13
TX-165,Gaines County,Texas,12.51,-3.42,33,15.93
TX-167,Galveston County,Texas,68.26,21.19,119,47.07
TX-169,Garza County,Texas,22.12,2.64,90,19.48
TX-171,Gillespie County,Texas,32.5,3.53,89,28.97
TX-173,Glasscock County,Texas,16.04,-1.65,52,17.69
TX-175,Goliad County,Texas,33.9,0.75,73,33.15
TX-177,Gonzales County,Texas,33.07,-0.64,66,33.71
TX-179,Gray County,Texas,23.89,1.76,85,22.13
TX-181,Grayson County,Texas,47.03,8.89,105,38.14
TX-183,Gregg County,Texas,61.22,16.22,121,45
TX-185,Grimes County,Texas,59.78,18.03,122,41.75
TX-187,Guadalupe County,Texas,31.76,0.01,67,31.75
TX-189,Hale County,Texas,18.59,-0.79,60,19.38
TX-191,Hall County,Texas,21.49,0.32,71,21.17
TX-193,Hamilton County,Texas,38.8,8.98,111,29.82
TX-195,Hansford County,Texas,21.53,2.52,94,19.01
TX-197,Hardeman County,Texas,23.64,-0.76,61,24.4
TX-199,Hardin County,Texas,71.88,19.54,116,52.34
TX-201,Harris County,Texas,62.23,15.85,114,46.38
TX-203,Harrison County,Texas,65.49,18.44,122,47.05
TX-205,Hartley County,Texas,14.95,-2.34,50,17.29
TX-207,Haskell County,Texas,29.91,5.89,99,24.02
TX-209,Hays County,Texas,34.06,1.17,68,32.89
TX-211,Hemphill County,Texas,21.64,-0.81,64,22.45
TX-213,Henderson County,Texas,54.31,13.46,119,40.85
TX-215,Hidalgo County,Texas,27.57,4.81,101,22.76
TX-217,Hill County,Texas,50.72,15.98,124,34.74
TX-219,Hockley County,Texas,16.81,-1.36,60,18.17
TX-221,Hood County,Texas,47.54,16.52,126,31.02
TX-223,Hopkins County,Texas,57.8,15.19,118,42.61
TX-225,Houston County,Texas,65.93,21.88,128,44.05
TX-227,Howard County,Texas,18.12,-0.39,61,18.51
TX-229,Hudspeth County,Texas,5.78,-4.5,7,10.28
TX-231,Hunt County,Texas,56.27,15.84,125,40.43
TX-233,Hutchinson County,Texas,18.49,-0.88,61,19.37
TX-235,Irion County,Texas,19.21,-0.73,60,19.94
TX-237,Jack County,Texas,35.83,5.9,97,29.93
TX-239,Jackson County,Texas,47.51,7.77,95,39.74
TX-241,Jasper County,Texas,69.87,15.8,117,54.07
TX-243,Jeff Davis County,Texas,8.42,-6.34,6,14.76
TX-245,Jefferson County,Texas,69.99,17.72,113,52.27
TX-247,Jim Hogg County,Texas,25.04,3.22,100,21.82
TX-249,Jim Wells County,Texas,28.9,2.59,92,26.31
TX-251,Johnson County,Texas,48.73,15.32,124,33.41
TX-253,Jones County,Texas,28.68,5.22,97,23.46
TX-255,Karnes County,Texas,32.68,2.57,85,30.11
TX-257,Kaufman County,Texas,57.81,18.54,127,39.27
TX-259,Kendall County,Texas,29.26,-1.85,53,31.11
TX-261,Kenedy County,Texas,30.96,5.41,103,25.55
TX-263,Kent County,Texas,25.49,4.76,99,20.73
TX-265,Kerr County,Texas,28.8,0.31,71,28.49
TX-267,Kimble County,Texas,30.07,4.46,100,25.61
TX-269,King County,Texas,29.18,6.6,107,22.58
TX-271,Kinney County,Texas,16.96,-4.49,37,21.45
TX-273,Kleberg County,Texas,29.62,2.82,89,26.8
TX-275,Knox County,Texas,32.23,8.24,114,23.99
TX-277,Lamar County,Texas,50.36,6.23,96,44.13
TX-279,Lamb County,Texas,15.83,-2.58,41,18.41
TX-281,Lampasas County,Texas,35.56,6.15,102,29.41
TX-283,La Salle County,Texas,22.69,0.58,74,22.11
TX-285,Lavaca County,Texas,40.8,3.2,80,37.6
TX-287,Lee County,Texas,46.07,9.94,106,36.13
TX-289,Leon County,Texas,60.37,19.81,127,40.56
TX-291,Liberty County,Texas,69.59,20.07,118,49.52
TX-293,Limestone County,Texas,48.36,11.14,112,37.22
TX-295,Lipscomb County,Texas,21.95,0.14,68,21.81
TX-297,Live Oak County,Texas,28.49,1.64,82,26.85
TX-299,Llano County,Texas,36,7.71,111,28.29
TX-301,Loving County,Texas,6.87,-4.63,17,11.5
TX-303,Lubbock County,Texas,20.18,1.29,81,18.89
TX-305,Lynn County,Texas,19.64,1.12,80,18.52
TX-307,McCulloch County,Texas,30.88,5.34,101,25.54
TX-309,McLennan County,Texas,46.22,12.64,117,33.58
TX-311,McMullen County,Texas,25.12,1.3,82,23.82
TX-313,Madison County,Texas,63.26,22.03,129,41.23
TX-315,Marion County,Texas,62.83,15.91,119,46.92
TX-317,Martin County,Texas,16.13,-0.46,59,16.59
TX-319,Mason County,Texas,32.13,5.53,102,26.6
TX-321,Matagorda County,Texas,57.41,15.21,119,42.2
TX-323,Maverick County,Texas,16.11,-4.17,41,20.28
TX-325,Medina County,Texas,20.67,-6.81,33,27.48
TX-327,Menard County,Texas,28.08,2.91,87,25.17
TX-329,Midland County,Texas,14.3,-1.07,57,15.37
TX-331,Milam County,Texas,43.42,8.63,105,34.8
TX-333,Mills County,Texas,34.39,6.41,103,27.98
TX-335,Mitchell County,Texas,20.68,0.22,70,20.46
TX-337,Montague County,Texas,40.5,8.23,103,32.27
TX-339,Montgomery County,Texas,66.85,21.03,121,45.82
TX-341,Moore County,Texas,15.16,-3.32,33,18.48
TX-343,Morris County,Texas,56.59,10.82,113,45.77
TX-345,Motley County,Texas,24.19,2.79,92,21.4
TX-347,Nacogdoches County,Texas,69.74,22.27,127,47.47
TX-349,Navarro County,Texas,47.21,9.71,108,37.5
TX-351,Newton County,Texas,69.9,14.52,114,55.38
TX-353,Nolan County,Texas,25.04,2.05,82,22.99
TX-355,Nueces County,Texas,32.86,4.19,92,28.67
TX-357,Ochiltree County,Texas,23.62,3.21,93,20.41
TX-359,Oldham County,Texas,13.59,-4.08,26,17.67
TX-361,Orange County,Texas,68.45,13.56,111,54.89
TX-363,Palo Pinto County,Texas,38.59,9.27,109,29.32
TX-365,Panola County,Texas,65.86,18.3,124,47.56
TX-367,Parker County,Texas,41.03,9.32,109,31.71
TX-369,Parmer County,Texas,15.26,-2.43,45,17.69
TX-371,Pecos County,Texas,10.29,-3.12,29,13.41
TX-373,Polk County,Texas,73.59,23.92,127,49.67
TX-375,Potter County,Texas,15.61,-3.32,37,18.93
TX-377,Presidio County,Texas,7.48,-5.83,7,13.31
TX-379,Rains County,Texas,61.56,20.57,127,40.99
TX-381,Randall County,Texas,17.56,-2.06,47,19.62
TX-383,Reagan County,Texas,15.16,-2.29,42,17.45
TX-385,Real County,Texas,22.72,-4.19,46,26.91
TX-387,Red River County,Texas,54.89,8.76,102,46.13
TX-389,Reeves County,Texas,6.86,-4.61,14,11.47
TX-391,Refugio County,Texas,33.12,-0.55,65,33.67
TX-393,Roberts County,Texas,22.83,1.92,85,20.91
TX-395,Robertson County,Texas,48.37,10.94,111,37.43
TX-397,Rockwall County,Texas,53.21,14.29,123,38.92
TX-399,Runnels County,Texas,29.22,5.48,105,23.74
TX-401,Rusk County,Texas,63.47,17.91,123,45.56
TX-403,Sabine County,Texas,72.83,20.86,127,51.97
TX-405,San Augustine County,Texas,72.14,21.56,127,50.58
TX-407,San Jacinto County,Texas,74.34,26.67,128,47.67
TX-409,San Patricio County,Texas,32.35,1.8,78,30.55
TX-411,San Saba County,Texas,33.85,6.33,105,27.52
TX-413,Schleicher County,Texas,23.37,1.43,83,21.94
TX-415,Scurry County,Texas,22.37,1.87,82,20.51
TX-417,Shackelford County,Texas,30.04,4.55,95,25.49
TX-419,Shelby County,Texas,71.1,22.06,126,49.04
TX-421,Sherman County,Texas,18.02,0.24,77,17.78
TX-423,Smith County,Texas,57.1,13.82,119,43.28
TX-425,Somervell County,Texas,53.66,22.53,127,31.13
TX-427,Starr County,Texas,24.36,4.23,98,20.13
TX-429,Stephens County,Texas,33.23,6.48,102,26.75
TX-431,Sterling County,Texas,18.82,-1.23,57,20.05
TX-433,Stonewall County,Texas,30.07,7.83,112,22.24
TX-435,Sutton County,Texas,22.17,-0.25,69,22.42
TX-437,Swisher County,Texas,18.82,-1.03,58,19.85
TX-439,Tarrant County,Texas,45.3,11.89,116,33.41
TX-441,Taylor County,Texas,29.03,4.97,101,24.06
TX-443,Terrell County,Texas,13.2,-0.4,70,13.6
TX-445,Terry County,Texas,16.41,-0.98,62,17.39
TX-447,Throckmorton County,Texas,30.35,4.37,94,25.98
TX-449,Titus County,Texas,57.4,12.38,115,45.02
TX-451,Tom Green County,Texas,23.12,1.26,71,21.86
TX-453,Travis County,Texas,36.41,3.78,85,32.63
TX-455,Trinity County,Texas,71.91,25.25,128,46.66
TX-457,Tyler County,Texas,71.74,19.64,122,52.1
TX-459,Upshur County,Texas,60.52,16.14,120,44.38
TX-461,Upton County,Texas,12.5,-2.51,46,15.01
TX-463,Uvalde County,Texas,19.04,-6.34,32,25.38
TX-465,Val Verde County,Texas,15,-2.98,44,17.98
TX-467,Van Zandt County,Texas,61.38,20.18,128,41.2
TX-469,Victoria County,Texas,42.32,5.76,91,36.56
TX-471,Walker County,Texas,74.21,30.43,129,43.78
TX-473,Waller County,Texas,54.95,12.88,114,42.07
TX-475,Ward County,Texas,7.04,-4.52,18,11.56
TX-477,Washington County,Texas,50.52,11.59,109,38.93
TX-479,Webb County,Texas,19.27,-1.28,58,20.55
TX-481,Wharton County,Texas,53.21,11.82,105,41.39
TX-483,Wheeler County,Texas,23.61,0.31,68,23.3
TX-485,Wichita County,Texas,32.71,4.66,91,28.05
TX-487,Wilbarger County,Texas,27.02,1.13,77,25.89
TX-489,Willacy County,Texas,32.57,7.54,113,25.03
TX-491,Williamson County,Texas,38.71,5.83,92,32.88
TX-493,Wilson County,Texas,31.1,1.34,76,29.76
TX-495,Winkler County,Texas,7.18,-5.19,16,12.37
TX-497,Wise County,Texas,41.5,9.33,102,32.17
TX-499,Wood County,Texas,62.77,20.47,127,42.3
TX-501,Yoakum County,Texas,11.34,-5.42,18,16.76
TX-503,Young County,Texas,32.93,5.3,96,27.63
TX-505,Zapata County,Texas,19.61,0.73,77,18.88
TX-507,Zavala County,Texas,18.15,-3.99,43,22.14
UT-001,Beaver County,Utah,10.76,-1.8,35,12.56
UT-003,Box Elder County,Utah,12.8,0.79,86,12.01
UT-005,Cache County,Utah,30.04,2.09,90,27.95
UT-007,Carbon County,Utah,11.9,-2.82,32,14.72
UT-009,Daggett County,Utah,12.97,-2.13,37,15.1
UT-011,Davis County,Utah,26.89,1.55,88,25.34
UT-013,Duchesne County,Utah,14.75,-3.01,30,17.76
UT-015,Emery County,Utah,8.58,-0.81,55,9.39
UT-017,Garfield County,Utah,11.34,-1.67,50,13.01
UT-019,Grand County,Utah,9.98,-1.91,37,11.89
UT-021,Iron County,Utah,10.63,-3.91,18,14.54
UT-023,Juab County,Utah,10.35,-1.35,40,11.7
UT-025,Kane County,Utah,9.45,-2.69,29,12.14
UT-027,Millard County,Utah,9.89,0.04,75,9.85
UT-029,Morgan County,Utah,26.58,0.55,77,26.03
UT-031,Piute County,Utah,15.43,-1.53,53,16.96
UT-033,Rich County,Utah,16.98,0.25,74,16.73
UT-035,Salt Lake County,Utah,22.4,0.29,74,22.11
UT-037,San Juan County,Utah,8.56,-2.11,32,10.67
UT-039,Sanpete County,Utah,18.24,-1.27,58,19.51
UT-041,Sevier County,Utah,15.18,-1.12,56,16.3
UT-043,Summit County,Utah,24.96,-1.94,54,26.9
UT-045,Tooele County,Utah,8.29,-1.93,34,10.22
UT-047,Uintah County,Utah,9.75,-2.44,24,12.19
UT-049,Utah County,Utah,18.66,-0.4,69,19.06
UT-051,Wasatch County,Utah,24.82,-0.26,68,25.08
UT-053,Washington County,Utah,10.66,-4.46,16,15.12
UT-055,Wayne County,Utah,8.99,-0.22,64,9.21
UT-057,Weber County,Utah,27.69,0.82,83,26.87
VT-001,Addison County,Vermont,48.49,10.23,120,38.26
VT-003,Bennington County,Vermont,54.44,8.78,115,45.66
VT-005,Caledonia County,Vermont,53.53,13.13,126,40.4
VT-007,Chittenden County,Vermont,49,10.66,120,38.34
VT-009,Essex County,Vermont,53.31,11.37,122,41.94
VT-011,Franklin County,Vermont,51.94,10.18,119,41.76
VT-013,Grand Isle County,Vermont,44.12,9.4,121,34.72
VT-015,Lamoille County,Vermont,55.12,11.51,120,43.61
VT-017,Orange County,Vermont,46.24,6.87,110,39.37
VT-019,Orleans County,Vermont,56.59,13.04,124,43.55
VT-021,Rutland County,Vermont,45.39,4.24,100,41.15
VT-023,Washington County,Vermont,50.59,10.1,118,40.49
VT-025,Windham County,Vermont,51.97,5.78,100,46.19
VT-027,Windsor County,Vermont,46.61,4.68,101,41.93
VA-001,Accomack County,Virginia,47.56,5.71,102,41.85
VA-003,Albemarle County,Virginia,47.87,5.34,97,42.53
VA-005,Alleghany County,Virginia,42.62,2.52,85,40.1
VA-007,Amelia County,Virginia,50.19,7.06,105,43.13
VA-009,Amherst County,Virginia,50.08,5.36,94,44.72
VA-011,Appomattox County,Virginia,52.76,10.65,116,42.11
VA-013,Arlington County,Virginia,41.78,0.1,71,41.68
VA-015,Augusta County,Virginia,45.95,5.75,103,40.2
VA-017,Bath County,Virginia,43.5,1.79,75,41.71
VA-019,Bedford County,Virginia,48.35,4.86,92,43.49
VA-021,Bland County,Virginia,44.07,2.97,86,41.1
VA-023,Botetourt County,Virginia,43.66,2.18,77,41.48
VA-025,Brunswick County,Virginia,48.78,4.43,91,44.35
VA-027,Buchanan County,Virginia,45.39,0.64,74,44.75
VA-029,Buckingham County,Virginia,53.03,10.49,120,42.54
VA-031,Campbell County,Virginia,50.44,8.33,110,42.11
VA-033,Caroline County,Virginia,45.85,3.11,84,42.74
VA-035,Carroll County,Virginia,51.44,5.6,101,45.84
VA-036,Charles City County,Virginia,55.5,11.82,119,43.68
VA-037,Charlotte County,Virginia,55.4,12.87,123,42.53
VA-041,Chesterfield County,Virginia,52.41,9.18,112,43.23
VA-043,Clarke County,Virginia,41.43,3.41,91,38.02
VA-045,Craig County,Virginia,42.09,0.93,69,41.16
VA-047,Culpeper County,Virginia,41.88,1.16,80,40.72
VA-049,Cumberland County,Virginia,52.64,9.84,118,42.8
VA-051,Dickenson County,Virginia,45.37,1.36,79,44.01
VA-053,Dinwiddie County,Virginia,50.75,7.05,105,43.7
VA-057,Essex County,Virginia,49.92,6.8,102,43.12
VA-059,Fairfax County,Virginia,39.83,-1.21,60,41.04
VA-061,Fauquier County,Virginia,39.79,-0.39,69,40.18
VA-063,Floyd County,Virginia,47.54,2.44,80,45.1
VA-065,Fluvanna County,Virginia,50.4,8.01,109,42.39
VA-067,Franklin County,Virginia,46.49,3.07,87,43.42
VA-069,Frederick County,Virginia,40.44,3.5,92,36.94
VA-071,Giles County,Virginia,40.36,-0.46,60,40.82
VA-073,Gloucester County,Virginia,53.78,9.56,113,44.22
VA-075,Goochland County,Virginia,51.88,9.08,112,42.8
VA-077,Grayson County,Virginia,55.51,9.96,123,45.55
VA-079,Greene County,Virginia,47.05,4.24,93,42.81
VA-081,Greensville County,Virginia,48.43,3.63,80,44.8
VA-083,Halifax County,Virginia,54.87,11.8,125,43.07
VA-085,Hanover County,Virginia,51.3,8.2,108,43.1
VA-087,Henrico County,Virginia,53.62,10.43,116,43.19
VA-089,Henry County,Virginia,49.34,4.25,98,45.09
VA-091,Highland County,Virginia,41.64,-2.2,50,43.84
VA-093,Isle of Wight County,Virginia,55.83,9.66,116,46.17
VA-095,James City County,Virginia,54.81,10.33,115,44.48
VA-097,King and Queen County,Virginia,52.75,8.98,111,43.77
VA-099,King George County,Virginia,38.97,-2.94,48,41.91
VA-101,King William County,Virginia,53.06,9.52,111,43.54
VA-103,Lancaster County,Virginia,51.5,7.84,105,43.66
VA-105,Lee County,Virginia,52.15,1.85,78,50.3
VA-107,Loudoun County,Virginia,40.42,0.33,74,40.09
VA-109,Louisa County,Virginia,48.21,5.35,97,42.86
VA-111,Lunenburg County,Virginia,54.2,10.98,125,43.22
VA-113,Madison County,Virginia,45.67,3.78,90,41.89
VA-115,Mathews County,Virginia,53.17,9.4,115,43.77
VA-117,Mecklenburg County,Virginia,54.36,10.58,121,43.78
VA-119,Middlesex County,Virginia,52.57,8.71,112,43.86
VA-121,Montgomery County,Virginia,39.13,-1.18,53,40.31
VA-125,Nelson County,Virginia,51.29,6.96,101,44.33
VA-127,New Kent County,Virginia,54.72,10.81,118,43.91
VA-131,Northampton County,Virginia,51.03,8.66,116,42.37
VA-133,Northumberland County,Virginia,47.87,4.82,94,43.05
VA-135,Nottoway County,Virginia,50.36,7.11,104,43.25
VA-137,Orange County,Virginia,45.04,3.05,89,41.99
VA-139,Page County,Virginia,43.66,4.13,92,39.53
VA-141,Patrick County,Virginia,54.63,5.04,95,49.59
VA-143,Pittsylvania County,Virginia,51.11,7.96,112,43.15
VA-145,Powhatan County,Virginia,51.77,8.88,111,42.89
VA-147,Prince Edward County,Virginia,53.5,10.84,120,42.66
VA-149,Prince George County,Virginia,55.32,11.68,120,43.64
VA-153,Prince William County,Virginia,37.61,-2.96,51,40.57
VA-155,Pulaski County,Virginia,40.12,0.39,70,39.73
VA-157,Rappahannock County,Virginia,41.21,1.79,80,39.42
VA-159,Richmond County,Virginia,49.53,6.41,98,43.12
VA-161,Roanoke County,Virginia,42.88,1.06,71,41.82
VA-163,Rockbridge County,Virginia,46.82,5.36,99,41.46
VA-165,Rockingham County,Virginia,46.54,7.43,114,39.11
VA-167,Russell County,Virginia,46.73,2.15,81,44.58
VA-169,Scott County,Virginia,49.05,2.01,78,47.04
VA-171,Shenandoah County,Virginia,39.9,3.63,92,36.27
VA-173,Smyth County,Virginia,49.09,4.19,90,44.9
VA-175,Southampton County,Virginia,52.32,6.1,104,46.22
VA-177,Spotsylvania County,Virginia,42.42,-0.07,73,42.49
VA-179,Stafford County,Virginia,36.9,-4.49,40,41.39
VA-181,Surry County,Virginia,55.54,10.91,115,44.63
VA-183,Sussex County,Virginia,53.14,8.47,111,44.67
VA-185,Tazewell County,Virginia,48.61,3.3,88,45.31
VA-187,Warren County,Virginia,40.78,3.79,87,36.99
VA-191,Washington County,Virginia,48.37,3.66,94,44.71
VA-193,Westmoreland County,Virginia,45.28,2.82,87,42.46
VA-195,Wise County,Virginia,49.55,2.03,77,47.52
VA-197,Wythe County,Virginia,43.88,3.65,88,40.23
VA-199,York County,Virginia,54.37,9.83,112,44.54
VA-510,Alexandria City,Virginia,41.55,0.11,71,41.44
VA-520,Bristol City,Virginia,47.86,3.34,90,44.52
VA-530,Buena Vista City,Virginia,46.54,4.89,90,41.65
VA-540,Charlottesville City,Virginia,48.03,5.06,97,42.97
VA-550,Chesapeake City,Virginia,54.43,7.74,108,46.69
VA-570,Colonial Heights City,Virginia,54.79,11.7,120,43.09
VA-580,Covington City,Virginia,40.74,2.13,82,38.61
VA-590,Danville City,Virginia,52.74,9.64,117,43.1
VA-595,Emporia City,Virginia,48.28,3.54,78,44.74
VA-600,Fairfax City,Virginia,40.35,-0.96,63,41.31
VA-610,Falls Church City,Virginia,41.28,-0.57,66,41.85
VA-620,Franklin City,Virginia,54.2,7.08,107,47.12
VA-630,Fredericksburg City,Virginia,38.28,-3.53,48,41.81
VA-640,Galax City,Virginia,55.24,10.89,118,44.35
VA-650,Hampton City,Virginia,53.77,9.3,116,44.47
VA-660,Harrisonburg City,Virginia,45.68,7.87,116,37.81
VA-670,Hopewell City,Virginia,56.48,13.21,120,43.27
VA-680,Lynchburg City,Virginia,48.09,5.64,94,42.45
VA-683,Manassas City,Virginia,37.39,-2.71,50,40.1
VA-685,Manassas Park City,Virginia,37.76,-2.58,51,40.34
VA-690,Martinsville City,Virginia,48.86,4.03,95,44.83
VA-700,Newport News City,Virginia,54.55,9.52,116,45.03
VA-710,Norfolk City,Virginia,53.47,8.39,114,45.08
VA-720,Norton City,Virginia,49.66,2.72,85,46.94
VA-730,Petersburg City,Virginia,54.9,11.52,120,43.38
VA-735,Poquoson City,Virginia,53.57,9.58,115,43.99
VA-740,Portsmouth City,Virginia,54.35,8.55,112,45.8
VA-750,Radford City,Virginia,38.05,-1.2,57,39.25
VA-760,Richmond City,Virginia,53.2,10.11,114,43.09
VA-770,Roanoke City,Virginia,42.71,1.48,78,41.23
VA-775,Salem City,Virginia,42.39,1.42,75,40.97
VA-790,Staunton City,Virginia,43.8,6.34,106,37.46
VA-800,Suffolk City,Virginia,55.76,8.41,112,47.35
